geneid	chr	left	right
RP6-24A23.6	chrX	107965300	107975917
RP9	chr7	33134409	33149002
RPA1	chr17	1733278	1802848
RPA2	chr1	28218035	28241254
RPA3	chr7	7676149	7758238
RPA3-AS1	chr7	7811992	7918854
RPA4	chrX	96138907	96140446
RPAIN	chr17	5322961	5336196
RPAP1	chr15	41809374	41836457
RPAP2	chr1	92764522	92867613
RPAP3	chr12	48057070	48099844
RPE	chr2	210867289	210886300
RPE65	chr1	68894505	68915642
RPF1	chr1	84944950	84963473
RPF2	chr6	111303218	111347303
RPGR	chrX	38128416	38186817
RPGRIP1	chr14	21756098	21819460
RPGRIP1L	chr16	53631595	53737801
RPH3A	chr12	113012901	113334719
RPH3AL	chr17	62293	202888
RPIA	chr2	88991162	89050452
RPL10	chrX	153628224	153637504
RPL10A	chr6	35436185	35438562
RPL10L	chr14	47120222	47121028
RPL11	chr1	24018269	24022915
RPL12	chr9	130209953	130213684
RPL13	chr16	89627065	89630949
RPL13A	chr19	49990811	49995565
RPL14	chr3	40498783	40503861
RPL15	chr3	23958630	23965183
RPL17	chr18	47014858	47018906
RPL17-C18orf32	chr18	47008051	47017956
RPL18	chr19	49118585	49122793
RPL18A	chr19	17970730	17974962
RPL19	chr17	37356536	37360980
RPL21	chr13	27825446	27830705
RPL22	chr1	6246752	6269304
RPL22L1	chr3	170582664	170588272
RPL23	chr17	37004120	37010096
RPL23A	chr17	27046411	27051377
RPL24	chr3	101399936	101405626
RPL26	chr17	8280838	8286511
RPL26L1	chr5	172385732	172396719
RPL27	chr17	41150290	41154966
RPL27A	chr11	8703958	8711419
RPL28	chr19	55897304	55914612
RPL29	chr3	52027616	52029958
RPL3	chr22	39708889	39715776
RPL30	chr8	99054035	99058697
RPL31	chr2	101619201	101640494
RPL32	chr3	12875984	12883087
RPL34	chr4	109541812	109551568
RPL35	chr9	127620163	127624240
RPL35A	chr3	197676858	197683481
RPL36	chr19	5674958	5691678
RPL36A	chrX	100645812	100651105
RPL36A-HNRNPH2	chrX	100645999	100667285
RPL36AL	chr14	50085237	50087403
RPL37	chr5	40825364	40835437
RPL37A	chr2	217363578	217443903
RPL38	chr17	72199792	72206794
RPL39	chrX	118920469	118925606
RPL39L	chr3	186838736	186898696
RPL3L	chr16	1993975	2004727
RPL4	chr15	66791661	66816870
RPL41	chr12	56510370	56511727
RPL5	chr1	93297582	93307481
RPL6	chr12	112844670	112856642
RPL7	chr8	74203275	74208024
RPL7A	chr9	136215069	136218281
RPL7L1	chr6	42847373	42857634
RPL8	chr8	146015155	146017972
RPL9	chr4	39455744	39460568
RPLP0	chr12	120634489	120639014
RPLP1	chr15	69745123	69748255
RPLP2	chr11	809647	812875
RPN1	chr3	128339002	128399918
RPN2	chr20	35807449	35870022
RPP14	chr3	58291989	58310422
RPP21	chr6	30312908	30314634
RPP25	chr15	75246757	75249805
RPP25L	chr9	34610483	34612101
RPP30	chr10	92631709	92668312
RPP38	chr10	15139214	15148129
RPP40	chr6	4994966	5004281
RPRD1A	chr18	33569787	33647539
RPRD1B	chr20	36661948	36720768
RPRD2	chr1	150337126	150449042
RPRM	chr2	154333852	154335322
RPRML	chr17	45055523	45056614
RPS10	chr6	34385231	34393902
RPS10-NUDT3	chr6	34256547	34393825
RPS11	chr19	49999631	50002946
RPS12	chr6	133135580	133138703
RPS13	chr11	17095936	17099334
RPS14	chr5	149822753	149829310
RPS15	chr19	1438386	1440583
RPS15A	chr16	18792617	18801656
RPS16	chr19	39923847	39926588
RPS17	chr15	82821158	82824972
RPS17L	chr15	83205504	83209315
RPS18	chr6	33239787	33244287
RPS19	chr19	42363988	42376994
RPS19BP1	chr22	39925098	39928860
RPS2	chr16	2012053	2014861
RPS20	chr8	56979854	56987068
RPS21	chr20	60962172	60963575
RPS23	chr5	81569177	81574396
RPS24	chr10	79793518	79816570
RPS25	chr11	118886422	118889400
RPS26	chr12	56435637	56438116
RPS27	chr1	153963235	153964626
RPS27A	chr2	55459039	55462724
RPS27L	chr15	63445539	63450001
RPS28	chr19	8386384	8388224
RPS29	chr14	50043390	50053094
RPS3	chr11	75110575	75133324
RPS3A	chr4	152020725	152025804
RPS4X	chrX	71491892	71497150
RPS4Y1	chrY	2709527	2735309
RPS4Y2	chrY	22918050	22942918
RPS5	chr19	58897767	58906173
RPS6	chr9	19375713	19380252
RPS6KA1	chr1	26856258	26901516
RPS6KA2	chr6	166822876	167275999
RPS6KA3	chrX	20168029	20284958
RPS6KA4	chr11	64126620	64139687
RPS6KA5	chr14	91336799	91526952
RPS6KA6	chrX	83318984	83442915
RPS6KB1	chr17	57970525	58027925
RPS6KB2	chr11	67195972	67202872
RPS6KC1	chr1	213224597	213448116
RPS6KL1	chr14	75372346	75390005
RPS7	chr2	3622795	3628509
RPS8	chr1	45241109	45244451
RPS9	chr19	54704610	54711515
RPSA	chr3	39448180	39454033
RPSAP58	chr19	23945816	24010937
RPTN	chr1	152126071	152131704
RPTOR	chr17	78519068	78940168
RPUSD1	chr16	834974	838383
RPUSD2	chr15	40861499	40866659
RPUSD3	chr3	9879533	9885700
RPUSD4	chr11	126071993	126081587
RQCD1	chr2	219433303	219461803
RRAD	chr16	66955588	66959547
RRAGA	chr9	19049372	19051019
RRAGB	chrX	55744172	55785207
RRAGC	chr1	39303870	39325495
RRAGD	chr6	90074355	90121989
RRAS	chr19	50138549	50143458
RRAS2	chr11	14299472	14386052
RRBP1	chr20	17594323	17662940
RREB1	chr6	7108041	7252213
RRH	chr4	110749150	110765760
RRM1	chr11	4116039	4160106
RRM2	chr2	10262455	10271545
RRM2B	chr8	103216730	103251346
RRN3	chr16	15153879	15188174
RRNAD1	chr1	156698234	156706741
RRP1	chr21	45209394	45225174
RRP12	chr10	99116459	99161127
RRP15	chr1	218458629	218511325
RRP1B	chr21	45079429	45115958
RRP36	chr6	42989383	42997335
RRP7A	chr22	42905974	42915808
RRP8	chr11	6616305	6624850
RRP9	chr3	51967446	51975957
RRS1	chr8	67341263	67342966
RS1	chrX	18658030	18690229
RSAD1	chr17	48556161	48563336
RSAD2	chr2	7005959	7027184
RSBN1	chr1	114304454	114355098
RSBN1L	chr7	77325760	77412339
RSC1A1	chr1	15986364	15988217
RSF1	chr11	77371041	77532063
RSG1	chr1	16558195	16563657
RSL1D1	chr16	11929056	11945442
RSL24D1	chr15	55473004	55489265
RSPH1	chr21	43892596	43916464
RSPH10B	chr7	5965777	6010314
RSPH10B2	chr7	6793740	6838396
RSPH3	chr6	159393903	159421219
RSPH4A	chr6	116937642	116954148
RSPH6A	chr19	46298968	46318577
RSPH9	chr6	43612783	43640336
RSPO1	chr1	38076951	38100491
RSPO2	chr8	108911544	109095913
RSPO3	chr6	127440183	127518910
RSPO4	chr20	939095	982904
RSPRY1	chr16	57220203	57274387
RSRC1	chr3	157823644	158262311
RSRC2	chr12	122989190	123011546
RSU1	chr10	16632610	16859527
RTBDN	chr19	12936293	12946242
RTCA	chr1	100731763	100758325
RTCB	chr22	32783569	32808242
RTDR1	chr22	23401593	23484280
RTEL1	chr20	62289163	62328416
RTF1	chr15	41709302	41775761
RTFDC1	chr20	55043647	55093943
RTKN	chr2	74653003	74669026
RTKN2	chr10	63944081	64028466
RTL1	chr14	101346992	101351184
RTN1	chr14	60062695	60337684
RTN2	chr19	45988547	46000319
RTN3	chr11	63448918	63527354
RTN4	chr2	55254343	55339757
RTN4IP1	chr6	107018903	107077373
RTN4R	chr22	20228938	20256054
RTN4RL1	chr17	1837971	1928639
RTN4RL2	chr11	57228022	57245007
RTP1	chr3	186915274	186919253
RTP2	chr3	187416047	187420345
RTP3	chr3	46538981	46542439
RTP4	chr3	187086120	187089864
RTTN	chr18	67671029	67873181
RUFY1	chr5	178977559	179037027
RUFY2	chr10	70103266	70166946
RUFY3	chr4	71587712	71673032
RUFY4	chr2	218933738	218955303
RUNDC1	chr17	41132582	41145707
RUNDC3A	chr17	42385927	42396039
RUNDC3B	chr7	87257729	87461611
RUNX1	chr21	36259343	37376965
RUNX1T1	chr8	92967203	93115454
RUNX2	chr6	45296464	45632086
RUNX3	chr1	25226002	25291501
RUSC1	chr1	155290687	155300903
RUSC2	chr9	35490124	35561889
RUVBL1	chr3	127783628	127872757
RUVBL2	chr19	49496705	49519252
RWDD1	chr6	116892530	116918838
RWDD2A	chr6	83903098	83908651
RWDD2B	chr21	30376705	30391699
RWDD3	chr1	95699711	95712781
RWDD4	chr4	184560788	184580378
RXFP1	chr4	159236463	159573364
RXFP2	chr13	32313674	32377009
RXFP3	chr5	33936491	33939023
RXFP4	chr1	155911480	155912625
RXRA	chr9	137218426	137328865
RXRB	chr6	33161365	33168465
RXRG	chr1	165370159	165414433
RYBP	chr3	72420976	72496069
RYK	chr3	133794023	133901877
RYR1	chr19	38924339	39078204
RYR2	chr1	237205505	237997288
RYR3	chr15	33603163	34158302
S100A1	chr1	153600402	153604510
S100A10	chr1	151955391	151966866
S100A11	chr1	152004982	152009511
S100A12	chr1	153346184	153348125
S100A13	chr1	153591280	153606568
S100A14	chr1	153586731	153589462
S100A16	chr1	153579362	153585559
S100A2	chr1	153533816	153540366
S100A3	chr1	153519805	153521848
S100A4	chr1	153516097	153522612
S100A5	chr1	153509623	153514241
S100A6	chr1	153507075	153508720
S100A7	chr1	153430220	153433177
S100A7A	chr1	153389000	153395701
S100A7L2	chr1	153409534	153412425
S100A8	chr1	153362508	153363664
S100A9	chr1	153330330	153333503
S100B	chr21	48018875	48025121
S100G	chrX	16668281	16672793
S100P	chr4	6694796	6698896
S100PBP	chr1	33283156	33324476
S100Z	chr5	76145924	76217475
S1PR1	chr1	101702444	101707074
S1PR2	chr19	10334520	10341948
S1PR3	chr9	91606362	91619925
S1PR4	chr19	3178736	3180329
S1PR5	chr19	10623623	10628607
SAA1	chr11	18287721	18291521
SAA2	chr11	18260770	18270190
SAA4	chr11	18252896	18258440
SAAL1	chr11	18101839	18127638
SAC3D1	chr11	64808376	64812299
SACM1L	chr3	45730754	45786916
SACS	chr13	23902965	24007841
SAE1	chr19	47634086	47713886
SAFB	chr19	5623110	5668489
SAFB2	chr19	5587010	5622991
SAG	chr2	234216467	234255701
SAGE1	chrX	134971374	134995175
SALL1	chr16	51169886	51185186
SALL2	chr14	21989232	22005350
SALL3	chr18	76740275	76757631
SALL4	chr20	50400581	50419059
SAMD1	chr19	14198652	14201520
SAMD10	chr20	62605466	62610995
SAMD11	chr1	861118	879955
SAMD12	chr8	119201698	119634184
SAMD13	chr1	84791363	84855640
SAMD14	chr17	48187404	48207186
SAMD15	chr14	77843032	77857611
SAMD3	chr6	130465460	130686570
SAMD4A	chr14	55034330	55260029
SAMD4B	chr19	39833108	39875566
SAMD5	chr6	147830362	148058683
SAMD7	chr3	169629360	169656963
SAMD8	chr10	76871393	76941881
SAMD9	chr7	92728829	92747336
SAMD9L	chr7	92759368	92777681
SAMHD1	chr20	35518632	35580246
SAMM50	chr22	44351301	44392413
SAMSN1	chr21	15857549	15955723
SAP130	chr2	128698798	128785694
SAP18	chr13	21714653	21723221
SAP25	chr7	100169855	100171270
SAP30	chr4	174292094	174298683
SAP30BP	chr17	73663196	73704139
SAP30L	chr5	153825517	153840614
SAPCD1	chr6	31730773	31732628
SAPCD2	chr9	139956581	139965040
SAR1A	chr10	71907045	71930279
SAR1B	chr5	133942119	133984961
SARDH	chr9	136528682	136605042
SARM1	chr17	26698683	26728065
SARNP	chr12	56146366	56211506
SARS	chr1	109756540	109780742
SARS2	chr19	39406044	39440495
SART1	chr11	65729160	65747299
SART3	chr12	108916357	108955165
SASH1	chr6	148663729	148873186
SASH3	chrX	128913960	128929177
SASS6	chr1	100549119	100598511
SAT1	chrX	23801290	23804343
SAT2	chr17	7529552	7531173
SATB1	chr3	18390219	18480265
SATB2	chr2	200136873	200335989
SATL1	chrX	84347300	84364054
SAV1	chr14	51100354	51135049
SAYSD1	chr6	39071840	39082965
SBDS	chr7	66452664	66460588
SBF1	chr22	50883429	50913453
SBF2	chr11	9800214	10315754
SBK1	chr16	28303840	28335170
SBK2	chr19	56041100	56048456
SBK3	chr19	56052023	56056909
SBNO1	chr12	123779077	123849390
SBNO2	chr19	1107636	1174282
SBP1	chr6	33663196	33663474
SBSN	chr19	36014269	36019253
SBSPON	chr8	73976775	74005507
SC5D	chr11	121163162	121179403
SCAF1	chr19	50145382	50161899
SCAF11	chr12	46315831	46385903
SCAF4	chr21	33043346	33104388
SCAF8	chr6	155054459	155155192
SCAI	chr9	127704887	127905775
SCAMP1	chr5	77656339	77776562
SCAMP2	chr15	75136071	75165706
SCAMP3	chr1	155225772	155232221
SCAMP4	chr19	1905213	1926016
SCAMP5	chr15	75287873	75313837
SCAND1	chr20	34541551	34547394
SCAND3	chr6	28539407	28555112
SCAP	chr3	47455203	47517603
SCAPER	chr15	76640526	77197676
SCARA3	chr8	27491385	27534293
SCARA5	chr8	27727399	27850244
SCARB1	chr12	125261402	125348463
SCARB2	chr4	77079890	77135046
SCARF1	chr17	1537152	1549041
SCARF2	chr22	20778874	20792112
SCCPDH	chr1	246887349	246931439
SCD	chr10	102106881	102124591
SCD5	chr4	83550692	83720010
SCEL	chr13	78109809	78219394
SCFD1	chr14	31091318	31205018
SCFD2	chr4	53739149	54232242
SCG2	chr2	224461658	224467221
SCG3	chr15	51973550	52013223
SCG5	chr15	32933877	32989299
SCGB1A1	chr11	62172575	62190667
SCGB1C1	chr11	193080	194573
SCGB1D1	chr11	61957688	61961011
SCGB1D2	chr11	62009682	62012280
SCGB1D4	chr11	62063754	62066536
SCGB2A1	chr11	61976140	61981408
SCGB2A2	chr11	62037627	62040628
SCGB2B2	chr19	35084347	35166604
SCGB3A1	chr5	180017103	180018540
SCGB3A2	chr5	147250245	147261753
SCGN	chr6	25652464	25702011
SCHIP1	chr3	159557650	159615149
SCIMP	chr17	5112256	5138155
SCIN	chr7	12610312	12693228
SCLT1	chr4	129805148	130014762
SCLY	chr2	238969530	239008054
SCMH1	chr1	41492874	41707788
SCML1	chrX	17755588	17773105
SCML2	chrX	18257434	18372847
SCML4	chr6	108025308	108145521
SCN10A	chr3	38738293	38835501
SCN11A	chr3	38887260	38992052
SCN1A	chr2	166845670	166930149
SCN1B	chr19	35521588	35531352
SCN2A	chr2	166095912	166248818
SCN2B	chr11	118032666	118047388
SCN3A	chr2	165944032	166060577
SCN3B	chr11	123499897	123525315
SCN4A	chr17	62015914	62050278
SCN4B	chr11	118004092	118023535
SCN5A	chr3	38589553	38691164
SCN7A	chr2	167260083	167343478
SCN8A	chr12	51985020	52206648
SCN9A	chr2	167051695	167232503
SCNM1	chr1	151129140	151141609
SCNN1A	chr12	6456850	6486525
SCNN1B	chr16	23313591	23392620
SCNN1D	chr1	1215816	1227399
SCNN1G	chr16	23194036	23228204
SCO1	chr17	10583654	10600885
SCO2	chr22	50961997	50964868
SCOC	chr4	141178440	141303710
SCP2	chr1	53392901	53517375
SCP2D1	chr20	18794370	18795033
SCPEP1	chr17	55055466	55084124
SCRG1	chr4	174305852	174320687
SCRIB	chr8	144873090	144897549
SCRN1	chr7	29959720	30029734
SCRN2	chr17	45915066	45918699
SCRN3	chr2	175260473	175294303
SCRT1	chr8	145554228	145559943
SCRT2	chr20	642240	656823
SCT	chr11	626431	627143
SCTR	chr2	120197419	120282070
SCUBE1	chr22	43593289	43739394
SCUBE2	chr11	9041071	9113150
SCUBE3	chr6	35182196	35220856
SCXA	chr8	145490549	145492470
SCXB	chr8	145321517	145323045
SCYL1	chr11	65292548	65306175
SCYL2	chr12	100661162	100735502
SCYL3	chr1	169818772	169863093
SDAD1	chr4	76871069	76912113
SDC1	chr2	20400560	20425194
SDC2	chr8	97505579	97624000
SDC3	chr1	31345982	31381608
SDC4	chr20	43953928	43977064
SDCBP	chr8	59465728	59495419
SDCBP2	chr20	1290619	1309883
SDCCAG3	chr9	139296377	139305061
SDCCAG8	chr1	243419320	243663388
SDE2	chr1	226170403	226187032
SDF2	chr17	26975374	26989193
SDF2L1	chr22	21996550	21998587
SDF4	chr1	1152311	1167411
SDHA	chr5	218356	256815
SDHAF1	chr19	36486090	36487220
SDHAF2	chr11	61197545	61215001
SDHB	chr1	17345217	17380665
SDHC	chr1	161284047	161332984
SDHD	chr11	111957597	111990353
SDIM1	chr6	166307330	166309725
SDK1	chr7	3341080	4308632
SDK2	chr17	71330523	71640228
SDPR	chr2	192699028	192711981
SDR16C5	chr8	57212569	57232734
SDR39U1	chr14	24908985	24912064
SDR42E1	chr16	82031221	82045093
SDR42E2	chr16	22177618	22203075
SDR9C7	chr12	57316938	57328189
SDS	chr12	113836320	113864106
SDSL	chr12	113860042	113876081
SEC11A	chr15	85212775	85259947
SEC11C	chr18	56806709	56826068
SEC13	chr3	10342615	10362862
SEC14L1	chr17	75084831	75212884
SEC14L2	chr22	30792846	30821305
SEC14L3	chr22	30843946	30868004
SEC14L4	chr22	30884900	30901698
SEC14L5	chr16	5008318	5069159
SEC14L6	chr22	30918786	30942669
SEC16A	chr9	139334549	139372141
SEC16B	chr1	177898281	177939050
SEC22A	chr3	122920816	122990756
SEC22C	chr3	42589496	42642572
SEC23A	chr14	39501124	39572732
SEC23B	chr20	18488199	18542059
SEC23IP	chr10	121652223	121701658
SEC24A	chr5	133984479	134063513
SEC24B	chr4	110354971	110462052
SEC24C	chr10	75504142	75531919
SEC24D	chr4	119643979	119757326
SEC31A	chr4	83740164	83821691
SEC31B	chr10	102246399	102279591
SEC61A1	chr3	127771212	127790525
SEC61A2	chr10	12171700	12211955
SEC61B	chr9	101984346	101992897
SEC61G	chr7	54819946	54827667
SEC62	chr3	169684553	169716161
SEC63	chr6	108188960	108279393
SECISBP2	chr9	91933421	91974557
SECISBP2L	chr15	49280835	49338760
SECTM1	chr17	80278900	80291874
SEH1L	chr18	12947994	12987535
SEL1L	chr14	81937893	82000205
SEL1L2	chr20	13830049	13971262
SEL1L3	chr4	25749055	25865217
SELE	chr1	169702718	169733846
SELENBP1	chr1	151336778	151345209
SELK	chr3	53918437	53926015
SELL	chr1	169659808	169680839
SELM	chr22	31500758	31516055
SELO	chr22	50639408	50656045
SELP	chr1	169558090	169599377
SELPLG	chr12	109015686	109027670
SELRC1	chr1	53152508	53164038
SELT	chr3	150321075	150348222
SELV	chr19	40005753	40011326
SEMA3A	chr7	83823845	84122040
SEMA3C	chr7	80374184	80551675
SEMA3D	chr7	84679673	84816171
SEMA3E	chr7	82993222	83278326
SEMA3F	chr3	50192524	50226507
SEMA3G	chr3	52467069	52479043
SEMA4A	chr1	156119810	156147535
SEMA4B	chr15	90703836	90761018
SEMA4C	chr2	97525453	97535708
SEMA4D	chr9	91975702	92112953
SEMA4F	chr2	74881355	74909186
SEMA4G	chr10	102732592	102745372
SEMA5A	chr5	9035138	9546187
SEMA5B	chr3	122628041	122746659
SEMA6A	chr5	115779312	115910630
SEMA6B	chr19	4542605	4559820
SEMA6C	chr1	151104161	151119104
SEMA6D	chr15	47476298	48066418
SEMA7A	chr15	74701630	74726808
SEMG1	chr20	43835638	43838413
SEMG2	chr20	43849941	43853099
SENP1	chr12	48436681	48499619
SENP2	chr3	185300507	185347972
SENP3	chr17	7465272	7475188
SENP5	chr3	196594727	196661585
SENP6	chr6	76311622	76427997
SENP7	chr3	101043049	101232028
SENP8	chr15	72406599	72433303
SEP15	chr1	87328132	87380048
SEPHS1	chr10	13359424	13390297
SEPHS2	chr16	30454952	30457502
SEPN1	chr1	26126667	26144713
SEPP1	chr5	42801036	42887494
SEPSECS	chr4	25121627	25162204
SEPT1	chr16	30389454	30394171
SEPT10	chr2	110300559	110371783
SEPT11	chr4	77870962	77961537
SEPT12	chr16	4827670	4838522
SEPT14	chr7	55861237	55930482
SEPT2	chr2	242254515	242293439
SEPT3	chr22	42372814	42394225
SEPT4	chr17	56597619	56618179
SEPT5	chr22	19701987	19710842
SEPT6	chrX	118749687	118827333
SEPT7	chr7	35840542	35944917
SEPT8	chr5	132099516	132142933
SEPT9	chr17	75277492	75496674
SEPW1	chr19	48281829	48287938
SERAC1	chr6	158530536	158589312
SERBP1	chr1	67873493	67896098
SERF1A	chr5	70196514	70214357
SERF1B	chr5	69321096	69338940
SERF2	chr15	44069298	44086793
SERGEF	chr11	17809595	18034709
SERHL2	chr22	42949925	42970388
SERINC1	chr6	122764499	122792967
SERINC2	chr1	31882412	31907524
SERINC3	chr20	43124865	43150726
SERINC4	chr15	44086360	44092419
SERINC5	chr5	79407050	79551892
SERP1	chr3	150259785	150320961
SERP2	chr13	44947978	44971850
SERPINA1	chr14	94843084	94857029
SERPINA10	chr14	94749654	94759608
SERPINA11	chr14	94908801	94919127
SERPINA12	chr14	94953620	94984181
SERPINA3	chr14	95078714	95090389
SERPINA4	chr14	95027428	95036239
SERPINA5	chr14	95027779	95059133
SERPINA6	chr14	94770586	94789731
SERPINA7	chrX	105277197	105282729
SERPINA9	chr14	94929058	94942584
SERPINB1	chr6	2832566	2842240
SERPINB10	chr18	61575225	61603345
SERPINB11	chr18	61370194	61391123
SERPINB12	chr18	61223393	61234244
SERPINB13	chr18	61255965	61271873
SERPINB2	chr18	61538926	61564377
SERPINB3	chr18	61322431	61329197
SERPINB4	chr18	61304493	61311532
SERPINB5	chr18	61143994	61172318
SERPINB6	chr6	2948393	2972090
SERPINB7	chr18	61420277	61472603
SERPINB8	chr18	61637159	61656608
SERPINB9	chr6	2887500	2903514
SERPINC1	chr1	173872947	173886516
SERPIND1	chr22	21128167	21142008
SERPINE1	chr7	100770370	100782547
SERPINE2	chr2	224839829	224904036
SERPINE3	chr13	51909909	51938871
SERPINF1	chr17	1665253	1680868
SERPINF2	chr17	1646130	1658559
SERPING1	chr11	57364991	57382326
SERPINH1	chr11	75273101	75283828
SERPINI1	chr3	167453218	167543356
SERPINI2	chr3	167159577	167196792
SERTAD1	chr19	40927499	40931932
SERTAD2	chr2	64858755	64881047
SERTAD3	chr19	40946751	40950612
SERTAD4	chr1	210406144	210419600
SERTM1	chr13	37248049	37271976
SESN1	chr6	109307640	109416022
SESN2	chr1	28586038	28609002
SESN3	chr11	94898704	94964361
SESTD1	chr2	179966419	180129517
SET	chr9	131445934	131458679
SETBP1	chr18	42260863	42648475
SETD1A	chr16	30968615	30996437
SETD1B	chr12	122242086	122270490
SETD2	chr3	47058179	47205457
SETD3	chr14	99864083	99947216
SETD4	chr21	37415984	37451687
SETD5	chr3	9439403	9519838
SETD6	chr16	58549386	58554431
SETD7	chr4	140454385	140527853
SETD8	chr12	123868320	123893905
SETD9	chr5	56205087	56221359
SETDB1	chr1	150898815	150937211
SETDB2	chr13	50018429	50069138
SETMAR	chr3	4344988	4359251
SETX	chr9	135136743	135230372
SEZ6	chr17	27281923	27333316
SEZ6L	chr22	26565440	26779555
SEZ6L2	chr16	29882480	29910868
SF1	chr11	64532078	64546258
SF3A1	chr22	30727977	30752936
SF3A2	chr19	2236520	2248678
SF3A3	chr1	38422647	38456593
SF3B1	chr2	198254508	198299815
SF3B14	chr2	24290454	24299313
SF3B2	chr11	65819802	65836779
SF3B3	chr16	70557691	70608820
SF3B4	chr1	149895209	149900236
SF3B5	chr6	144416018	144416754
SFI1	chr22	31892261	32014537
SFMBT1	chr3	52937588	53080084
SFMBT2	chr10	7200586	7451303
SFN	chr1	27189633	27190947
SFPQ	chr1	35648533	35658749
SFR1	chr10	105881816	105886143
SFRP1	chr8	41119481	41167016
SFRP2	chr4	154701744	154710272
SFRP4	chr7	37949261	38065297
SFRP5	chr10	99526508	99531709
SFSWAP	chr12	132195634	132284282
SFT2D1	chr6	166733216	166756079
SFT2D2	chr1	168195246	168222263
SFT2D3	chr2	128458597	128461385
SFTA2	chr6	30899130	30899952
SFTA3	chr14	36942493	36983034
SFTPA1	chr10	81370695	81375196
SFTPA2	chr10	81315608	81320151
SFTPB	chr2	85884443	85895864
SFTPC	chr8	22019168	22021989
SFTPD	chr10	81701205	81742370
SFXN1	chr5	174905398	174956745
SFXN2	chr10	104474297	104503249
SFXN3	chr10	102790991	102800998
SFXN4	chr10	120900425	120925179
SFXN5	chr2	73169165	73298965
SGCA	chr17	48243366	48253292
SGCB	chr4	52886872	52904648
SGCD	chr5	155297354	156185066
SGCE	chr7	94214542	94285521
SGCG	chr13	23755091	23899304
SGCZ	chr8	13947373	15095848
SGIP1	chr1	66999869	67213982
SGK1	chr6	134490384	134639196
SGK2	chr20	42187608	42214317
SGK223	chr8	8175259	8244008
SGK3	chr8	67624653	67773094
SGK494	chr17	26937496	26941179
SGMS1	chr10	52065360	52383743
SGMS2	chr4	108745719	108836203
SGOL1	chr3	20202085	20227683
SGOL2	chr2	201390880	201448505
SGPL1	chr10	72575726	72640930
SGPP1	chr14	64150932	64194757
SGPP2	chr2	223289236	223425667
SGSH	chr17	78183063	78194199
SGSM1	chr22	25202236	25323545
