geneid	chr	left	right	source
SFTPA1B	chr10	81360647	81363906	protein_coding
SFTPA2	chr10	80985626	80990169	protein_coding
SFTPA2B	chr10	81305571	81310114	protein_coding
SFTPAP1	chr10	81344997	81345371	processed_pseudogene
SFTPB	chr2	85737954	85748823	protein_coding
SFTPC	chr8	22075129	22077934	protein_coding
SFTPD	chr10	81687478	81698841	protein_coding
SFTPG	chr6	31007111	31007931	protein_coding
SFXN1	chr5	174838189	174888201	protein_coding
SFXN2	chr10	104464288	104488930	protein_coding
SFXN3	chr10	102780981	102790988	protein_coding
SFXN4	chr10	120890424	120915194	protein_coding
SFXN5	chr2	73022673	73152473	protein_coding
SGCA	chr17	45598365	45608291	protein_coding
SGCB	chr4	52581629	52599203	protein_coding
SGCD	chr5	155686345	156125623	protein_coding
SGCE	chr7	94052474	94123457	protein_coding
SGCG	chr13	22653091	22797304	protein_coding
SGCZ	chr8	13991744	15140219	protein_coding
SGIP1	chr1	66772457	66986570	protein_coding
SGK1	chr6	134532094	134680291	protein_coding
SGK2	chr20	41621022	41647731	protein_coding
SGK3	chr8	67787445	67936800	protein_coding
SGMS1	chr10	51735352	52053743	protein_coding
SGMS2	chr4	108965168	109051426	protein_coding
SGOL1	chr3	20177091	20202687	protein_coding
SGOL2	chr2	201099165	201156742	protein_coding
SGPL1	chr10	72245732	72310936	protein_coding
SGPP1	chr14	63220690	63264509	protein_coding
SGPP2	chr2	222997015	223133911	protein_coding
SGSH	chr17	75797685	75808719	protein_coding
SGSM1	chr22	23532236	23653545	protein_coding
SGSM2	chr17	2187556	2231094	protein_coding
SGSM3	chr22	39096541	39136239	protein_coding
SGTA	chr19	2705712	2734354	protein_coding
SGTB	chr5	64997520	65053697	protein_coding
SH2B1	chr16	28782725	28793027	protein_coding
SH2B3	chr12	110328135	110373809	protein_coding
SH2D1B	chr1	160631680	160648552	protein_coding
SH2D2A	chr1	155042659	155053250	protein_coding
SH2D3A	chr19	6703309	6718599	protein_coding
SH2D3C	chr9	129540419	129580740	protein_coding
SH2D4A	chr8	19215483	19297594	protein_coding
SH2D4B	chr10	82287638	82396296	protein_coding
SH2D5	chr1	20918812	20931720	protein_coding
SH2D6	chr2	85499565	85517661	protein_coding
SH2D7	chr15	76157205	76184306	protein_coding
SH3BGR	chr21	39739667	39809294	protein_coding
SH3BGRL2	chr6	80397739	80466939	protein_coding
SH3BGRL3	chr1	26479177	26480599	protein_coding
SH3BP1	chr22	36365630	36381995	protein_coding
SH3BP2	chr4	2764548	2794974	protein_coding
SH3BP4	chr2	235525367	235629095	protein_coding
SH3BP5	chr3	15271361	15349108	protein_coding
SH3BP5L	chr1	247071274	247086777	protein_coding
SH3D19	chr4	152260889	152367022	protein_coding
SH3GL1	chr19	4311370	4351496	protein_coding
SH3GL2	chr9	17569194	17787118	protein_coding
SH3GL3	chr15	81907287	82078495	protein_coding
SH3GLB1	chr1	86942853	86986455	protein_coding
SH3GLB2	chr9	130810135	130830400	protein_coding
SH3PX3	chr15	73728403	73738021	protein_coding
SH3PXD2A	chr10	105343776	105605154	protein_coding
SH3PXD2B	chr5	171693108	171814132	protein_coding
SH3RF1	chr4	170251982	170428824	protein_coding
SH3RF2	chr5	145296335	145423047	protein_coding
SH3TC1	chr4	8251960	8293725	protein_coding
SH3TC2	chr5	148361104	148422800	protein_coding
SH3YL1	chr2	208666	254810	protein_coding
SHANK1	chr19	55857010	55914519	protein_coding
SHANK2	chr11	69991609	70536020	protein_coding
SHANK3	chr22	49459936	49518507	protein_coding
SHARPIN	chr8	145225524	145231128	protein_coding
SHB	chr9	37578417	38059249	protein_coding
SHBG	chr17	7472099	7477420	protein_coding
SHC1	chr1	153201398	153213476	protein_coding
SHC2	chr19	367593	411903	protein_coding
SHC3	chr9	90817891	90983502	protein_coding
SHC4	chr15	46903227	47042933	protein_coding
SHCBP1	chr16	45171978	45212785	protein_coding
SHD	chr19	4229598	4241721	protein_coding
SHE	chr1	152718581	152741213	protein_coding
SHF	chr15	43246703	43280665	protein_coding
SHFM1	chr7	96156019	96177139	protein_coding
SHFM3P1	chr22	21935323	21936541	processed_pseudogene
SHH	chr7	155288319	155297728	protein_coding
SHISA3	chr4	42094613	42099261	protein_coding
SHISA4	chr1	200124655	200128053	protein_coding
SHKBP1	chr19	45774630	45789141	protein_coding
SHMT1	chr17	18171920	18207581	protein_coding
SHMT2	chr12	55909819	55914981	protein_coding
SHOC2	chr10	112669357	112763412	protein_coding
SHOX2	chr3	159296494	159306630	protein_coding
SHPRH	chr6	146243564	146326926	protein_coding
SHQ1	chr3	72881122	72980288	protein_coding
SHROOM1	chr5	132185734	132194489	protein_coding
SHROOM3	chr4	77575277	77923430	protein_coding
SI	chr3	166179381	166278976	protein_coding
SIAE	chr11	124010904	124048973	protein_coding
SIAH1	chr16	46951955	46976730	protein_coding
SIAH2	chr3	151941611	151963953	protein_coding
SIDT1	chr3	114733908	114831111	protein_coding
SIDT2	chr11	116555149	116573371	protein_coding
SIGIRR	chr11	395716	407397	protein_coding
SIGLEC1	chr20	3615619	3635775	protein_coding
SIGLEC10	chr19	56605088	56613263	protein_coding
SIGLEC11	chr19	55144064	55156241	protein_coding
SIGLEC12	chr19	56686293	56696813	protein_coding
SIGLEC14	chr19	56838420	56841884	protein_coding
SIGLEC15	chr18	41659543	41676519	protein_coding
SIGLEC5	chr19	56807156	56825530	protein_coding
SIGLEC6	chr19	56712763	56726922	protein_coding
SIGLEC7	chr19	56337370	56348595	protein_coding
SIGLEC8	chr19	56646064	56653520	protein_coding
SIGLEC9	chr19	56319977	56325378	protein_coding
SIGLECP16	chr19	55164742	55170881	protein_coding
SIGLECP3	chr19	56362397	56368508	protein_coding
SIL1	chr5	138310326	138561964	protein_coding
SILV	chr12	54634157	54646765	protein_coding
SIM1	chr6	100939606	101019494	protein_coding
SIM2	chr21	36993861	37044088	protein_coding
SIN3A	chr15	73450327	73535177	protein_coding
SIN3B	chr19	16801218	16852164	protein_coding
SIP1	chr14	38653239	38675926	protein_coding
SIPA1	chr11	65109442	65174965	protein_coding
SIPA1L1	chr14	71065795	71275871	protein_coding
SIPA1L2	chr1	230600334	230763927	protein_coding
SIPA1L3	chr19	43089708	43390849	protein_coding
SIRPA	chr20	1822813	1868540	protein_coding
SIRPB1	chr20	1493029	1548689	protein_coding
SIRPD	chr20	1462903	1487489	protein_coding
SIRPG	chr20	1557798	1586425	protein_coding
SIRT1	chr10	69314433	69348147	protein_coding
SIRT2	chr19	44061037	44082342	protein_coding
SIRT3	chr11	205031	226362	protein_coding
SIRT4	chr12	119224546	119235430	protein_coding
SIRT5	chr6	13682854	13720499	protein_coding
SIRT6	chr19	4125106	4133596	protein_coding
SIRT7	chr17	77463107	77469332	protein_coding
SIT1	chr9	35639300	35640947	protein_coding
SIVA1	chr14	104290515	104297035	protein_coding
SIX1	chr14	60182506	60185933	protein_coding
SIX2	chr2	45085854	45090046	protein_coding
SIX3	chr2	45022541	45025894	protein_coding
SIX4	chr14	60246009	60260545	protein_coding
SIX5	chr19	50959884	50964152	protein_coding
SIX6	chr14	60045622	60048282	protein_coding
SKAP1	chr17	43565801	43862599	protein_coding
SKAP2	chr7	26673215	26870866	protein_coding
SKI	chr1	2149994	2229316	protein_coding
SKIL	chr3	171560178	171593226	protein_coding
SKIP	chr17	1344622	1366719	protein_coding
SKIV2L	chr6	32034560	32045509	protein_coding
SKIV2L2	chr5	54639594	54757163	protein_coding
SKP1A	chr5	133520468	133540583	protein_coding
SKP1P1	chr7	65525950	65526090	retrotransposed
SKP2	chr5	36187946	36219902	protein_coding
SLA	chr8	134118155	134184479	protein_coding
SLA2	chr20	34661303	34707972	protein_coding
SLAIN1	chr13	77170050	77236378	protein_coding
SLAIN2	chr4	48038370	48122972	protein_coding
SLAMF1	chr1	158846513	158883493	protein_coding
SLAMF6	chr1	158721446	158759676	protein_coding
SLAMF7	chr1	158975701	158991224	protein_coding
SLAMF8	chr1	158063103	158073903	protein_coding
SLAMF9	chr1	158187911	158190668	protein_coding
SLBP	chr4	1664325	1683843	protein_coding
SLC10A1	chr14	69312342	69333759	protein_coding
SLC10A2	chr13	102494351	102517197	protein_coding
SLC10A4	chr4	48180206	48185921	protein_coding
SLC10A5	chr8	82768446	82769762	protein_coding
SLC10A6	chr4	87963645	87989440	protein_coding
SLC10A7	chr4	147394594	147662542	protein_coding
SLC11A1	chr2	218954996	218969860	protein_coding
SLC11A2	chr12	49661776	49706434	protein_coding
SLC12A1	chr15	46285790	46383565	protein_coding
SLC12A2	chr5	127447382	127553278	protein_coding
SLC12A3	chr16	55456643	55504850	protein_coding
SLC12A4	chr16	66535731	66560026	protein_coding
SLC12A5	chr20	44091245	44122196	protein_coding
SLC12A6	chr15	32309489	32417557	protein_coding
SLC12A7	chr5	1103491	1165172	protein_coding
SLC12A8	chr3	126284170	126414303	protein_coding
SLC12A9	chr7	100288294	100302567	protein_coding
SLC13A1	chr7	122540825	122627261	protein_coding
SLC13A2	chr17	23824791	23848514	protein_coding
SLC13A3	chr20	44619870	44732185	protein_coding
SLC13A4	chr7	135016579	135063474	protein_coding
SLC13A5	chr17	6528765	6557409	protein_coding
SLC14A1	chr18	41558157	41585046	protein_coding
SLC14A2	chr18	41448780	41517070	protein_coding
SLC15A1	chr13	98134057	98202909	protein_coding
SLC15A2	chr3	123095977	123143147	protein_coding
SLC15A3	chr11	60461134	60475833	protein_coding
SLC15A4	chr12	127843720	127874494	protein_coding
SLC16A1	chr1	113255997	113300498	protein_coding
SLC16A10	chr6	111515399	111650909	protein_coding
SLC16A11	chr17	6885673	6887966	protein_coding
SLC16A12	chr10	91180036	91285293	protein_coding
SLC16A13	chr17	6880118	6884163	protein_coding
SLC16A14	chr2	230607944	230641863	protein_coding
SLC16A3	chr17	77779582	77790658	protein_coding
SLC16A4	chr1	110707028	110735159	protein_coding
SLC16A5	chr17	70595650	70613841	protein_coding
SLC16A6	chr17	63775933	63799002	protein_coding
SLC16A7	chr12	58369393	58461674	protein_coding
SLC16A8	chr22	36804093	36809116	protein_coding
SLC16A9	chr10	61080529	61165766	protein_coding
SLC17A1	chr6	25891107	25940266	protein_coding
SLC17A2	chr6	26020970	26038818	protein_coding
SLC17A3	chr6	25953307	25990493	protein_coding
SLC17A4	chr6	25862906	25889381	protein_coding
SLC17A5	chr6	74359824	74420418	protein_coding
SLC17A6	chr11	22316243	22357619	protein_coding
SLC17A7	chr19	54624470	54636596	protein_coding
SLC17A8	chr12	99274988	99339939	protein_coding
SLC18A1	chr8	20046652	20084997	protein_coding
SLC18A2	chr10	118990706	119027085	protein_coding
SLC18A3	chr10	50488427	50490771	protein_coding
SLC19A1	chr21	45740677	45786779	protein_coding
SLC19A2	chr1	167699794	167721865	protein_coding
SLC19A3	chr2	228258171	228290989	protein_coding
SLC1A1	chr9	4480444	4577469	protein_coding
SLC1A2	chr11	35229348	35398186	protein_coding
SLC1A3	chr5	36642446	36724191	protein_coding
SLC1A4	chr2	65070098	65104501	protein_coding
SLC1A5	chr19	51969982	51983691	protein_coding
SLC1A6	chr19	14922007	14951505	protein_coding
SLC1A7	chr1	53325444	53380837	protein_coding
SLC20A1	chr2	113119998	113137867	protein_coding
SLC20A2	chr8	42393173	42516225	protein_coding
SLC22A1	chr6	160462853	160499734	protein_coding
SLC22A10	chr11	62814214	62835813	protein_coding
SLC22A11	chr11	64079666	64095572	protein_coding
SLC22A12	chr11	64114689	64126396	protein_coding
SLC22A13	chr3	38282335	38294810	protein_coding
SLC22A14	chr3	38322431	38335068	protein_coding
SLC22A15	chr1	116320642	116413548	protein_coding
SLC22A16	chr6	110852627	110904537	protein_coding
SLC22A17	chr14	22885352	22891961	protein_coding
SLC22A18	chr11	2877527	2903051	protein_coding
SLC22A2	chr6	160557780	160599949	protein_coding
SLC22A20	chr11	64737885	64749743	protein_coding
SLC22A23	chr6	3217007	3401512	protein_coding
SLC22A24	chr11	62642573	62668269	protein_coding
SLC22A25	chr11	62687872	62753700	protein_coding
SLC22A3	chr6	160689415	160796004	protein_coding
SLC22A4	chr5	131658044	131707791	protein_coding
SLC22A5	chr5	131733343	131759204	protein_coding
SLC22A6	chr11	62500645	62509045	protein_coding
SLC22A7	chr6	43373976	43381254	protein_coding
SLC22A8	chr11	62516873	62539887	protein_coding
SLC22A9	chr11	62893837	62934286	protein_coding
SLC23A1	chr5	138730793	138746900	protein_coding
SLC23A2	chr20	4781002	4938939	protein_coding
SLC23A3	chr2	219734425	219743030	protein_coding
SLC24A1	chr15	63703472	63735652	protein_coding
SLC24A2	chr9	19505978	19776926	protein_coding
SLC24A3	chr20	19141487	19651540	protein_coding
SLC24A4	chr14	91858674	92032348	protein_coding
SLC24A5	chr15	46200461	46221881	protein_coding
SLC24A6	chr12	112220955	112257308	protein_coding
SLC25A1	chr22	17543092	17546260	protein_coding
SLC25A10	chr17	77289742	77298446	protein_coding
SLC25A11	chr17	4781349	4784063	protein_coding
SLC25A12	chr2	172349588	172459000	protein_coding
SLC25A13	chr7	95587469	95789341	protein_coding
SLC25A15	chr13	40261597	40282246	protein_coding
SLC25A16	chr10	69912104	69957590	protein_coding
SLC25A17	chr22	39495587	39545338	protein_coding
SLC25A18	chr22	16423150	16453647	protein_coding
SLC25A19	chr17	70780669	70797109	protein_coding
SLC25A2	chr5	140662381	140663778	protein_coding
SLC25A20	chr3	48869370	48911333	protein_coding
SLC25A21	chr14	36218830	36711306	protein_coding
SLC25A22	chr11	780478	786221	protein_coding
SLC25A23	chr19	6387093	6410762	protein_coding
SLC25A24	chr1	108478972	108544497	protein_coding
SLC25A25	chr9	129870300	129911345	protein_coding
SLC25A26	chr3	66376317	66512039	protein_coding
SLC25A27	chr6	46728638	46757267	protein_coding
SLC25A28	chr10	101360272	101370158	protein_coding
SLC25A29	chr14	99827206	99842613	protein_coding
SLC25A3	chr12	97511534	97519906	protein_coding
SLC25A30	chr13	44865456	44890509	protein_coding
SLC25A31	chr4	128871024	128914896	protein_coding
SLC25A32	chr8	104480045	104496447	protein_coding
SLC25A33	chr1	9522115	9565415	protein_coding
SLC25A34	chr1	15935396	15940471	protein_coding
SLC25A35	chr17	8131807	8139386	protein_coding
SLC25A36	chr3	142143419	142178168	protein_coding
SLC25A37	chr8	23442308	23486008	protein_coding
SLC25A38	chr3	39399843	39413722	protein_coding
SLC25A39	chr17	39752522	39757703	protein_coding
SLC25A4	chr4	186301392	186305418	protein_coding
SLC25A40	chr7	87303353	87343604	protein_coding
SLC25A41	chr19	6377050	6384790	protein_coding
SLC25A42	chr19	19035808	19084697	protein_coding
SLC25A44	chr1	154430523	154449210	protein_coding
SLC25A45	chr11	64899239	64906718	protein_coding
SLC25A46	chr5	110102653	110126381	protein_coding
SLC25A6P1	chr20	21670941	21671715	processed_pseudogene
SLC26A1	chr4	962865	977183	protein_coding
SLC26A10	chr12	56290230	56304226	protein_coding
SLC26A11	chr17	75808824	75841890	protein_coding
SLC26A2	chr5	149320493	149347149	protein_coding
SLC26A3	chr7	107193156	107230888	protein_coding
SLC26A4	chr7	107088316	107145490	protein_coding
SLC26A5	chr7	102780413	102873834	protein_coding
SLC26A7	chr8	92330692	92479554	protein_coding
SLC26A8	chr6	36019273	36100355	protein_coding
SLC26A9	chr1	204148805	204179211	protein_coding
SLC27A1	chr19	17442300	17477977	protein_coding
SLC27A2	chr15	48261685	48315865	protein_coding
SLC27A3	chr1	152013454	152019257	protein_coding
SLC27A4	chr9	130142661	130163322	protein_coding
SLC27A5	chr19	63701516	63715244	protein_coding
SLC27A6	chr5	128329109	128397234	protein_coding
SLC28A1	chr15	83228913	83290031	protein_coding
SLC28A2	chr15	43331726	43355425	protein_coding
SLC28A3	chr9	86082933	86145513	protein_coding
SLC29A1	chr6	44295220	44309866	protein_coding
SLC29A2	chr11	65886569	65895867	protein_coding
SLC29A3	chr10	72749038	72793146	protein_coding
SLC29A4	chr7	5289087	5310228	protein_coding
SLC2A1	chr1	43164413	43197126	protein_coding
SLC2A10	chr20	44771533	44798390	protein_coding
SLC2A11	chr22	22521912	22557723	protein_coding
SLC2A12	chr6	134349964	134415466	protein_coding
SLC2A13	chr12	38435090	38785928	protein_coding
SLC2A14	chr12	7856383	7916687	protein_coding
SLC2A2	chr3	172196831	172227462	protein_coding
SLC2A3	chr12	7963094	7982246	protein_coding
SLC2A4	chr17	7125778	7132090	protein_coding
SLC2A4RG	chr20	61841655	61845846	protein_coding
SLC2A5	chr1	9019594	9052257	protein_coding
SLC2A6	chr9	135326038	135334039	protein_coding
SLC2A7	chr1	8985946	9008991	protein_coding
SLC2A8	chr9	129199286	129209955	protein_coding
SLC2A9	chr4	9436948	9650970	protein_coding
SLC30A1	chr1	209815006	209818722	protein_coding
SLC30A10	chr1	218153471	218168616	protein_coding
SLC30A2	chr1	26237101	26245191	protein_coding
SLC30A3	chr2	27330975	27339631	protein_coding
SLC30A4	chr15	43561974	43602294	protein_coding
SLC30A5	chr5	68425638	68461635	protein_coding
SLC30A6	chr2	32244442	32302672	protein_coding
SLC30A7	chr1	101134220	101217579	protein_coding
SLC30A8	chr8	118032399	118258131	protein_coding
SLC30A9	chr4	41687280	41784307	protein_coding
SLC31A1	chr9	115023638	115068495	protein_coding
SLC31A2	chr9	114953059	114966242	protein_coding
SLC32A1	chr20	36786519	36791429	protein_coding
SLC33A1	chr3	157027032	157054889	protein_coding
SLC34A1	chr5	176744041	176758454	protein_coding
SLC34A2	chr4	25266533	25289464	protein_coding
SLC34A3	chr9	139245206	139250827	protein_coding
SLC35A1	chr6	88239414	88278766	protein_coding
SLC35A3	chr1	100208128	100261594	protein_coding
SLC35A4	chr5	139924604	139928867	protein_coding
SLC35A5	chr3	113763585	113785692	protein_coding
SLC35B1	chr17	45133700	45140525	protein_coding
SLC35B2	chr6	44329811	44333269	protein_coding
SLC35B3	chr6	8358306	8380624	protein_coding
SLC35B4	chr7	133624632	133652343	protein_coding
SLC35C1	chr11	45783217	45791142	protein_coding
SLC35C2	chr20	44411584	44426471	protein_coding
SLC35D1	chr1	67242267	67292668	protein_coding
SLC35D2	chr9	98122834	98185797	protein_coding
SLC35D3	chr6	137285095	137288467	protein_coding
SLC35E1	chr19	16522661	16544193	protein_coding
SLC35E2	chr1	1646137	1667218	protein_coding
SLC35E3	chr12	67426203	67446120	protein_coding
SLC35E4	chr22	29362310	29389286	protein_coding
SLC35F1	chr6	118335583	118745521	protein_coding
SLC35F2	chr11	107166930	107234864	protein_coding
SLC35F3	chr1	232107447	232526872	protein_coding
SLC35F4	chr14	57100606	57133368	protein_coding
SLC35F5	chr2	114188401	114230870	protein_coding
SLC36A1	chr5	150807356	150852132	protein_coding
SLC36A2	chr5	150674736	150707312	protein_coding
SLC36A3	chr5	150636516	150663520	protein_coding
SLC36A4	chr11	92520500	92570743	protein_coding
SLC37A1	chr21	42792811	42874619	protein_coding
SLC37A2	chr11	124438223	124464341	protein_coding
SLC37A3	chr7	139680023	139744780	protein_coding
SLC37A4	chr11	118400276	118406800	protein_coding
SLC38A1	chr12	44863110	44949475	protein_coding
SLC38A10	chr17	76833396	76883691	protein_coding
SLC38A11	chr2	165463058	165520281	protein_coding
SLC38A2	chr12	45040719	45060677	protein_coding
SLC38A3	chr3	50217696	50233404	protein_coding
SLC38A4	chr12	45444813	45506006	protein_coding
SLC38A6	chr14	60517633	60620183	protein_coding
SLC38A7	chr16	57257799	57276175	protein_coding
SLC38A8	chr16	82600890	82633263	protein_coding
SLC38A9	chr5	54957430	55043909	protein_coding
SLC39A1	chr1	152198215	152206812	protein_coding
SLC39A10	chr2	196229716	196310671	protein_coding
SLC39A11	chr17	68153684	68600427	protein_coding
SLC39A12	chr10	18280827	18372218	protein_coding
SLC39A13	chr11	47386758	47394620	protein_coding
SLC39A14	chr8	22280737	22347462	protein_coding
